Issue Type,Issue key,Issue id,Summary,Custom field (Story Points),Status,Updated,Created,Priority,Resolution,Custom field (Resolution / Mitigation Solution),Custom field (Vertical),Custom field (Responsible Team),Custom field (Client),Custom field (Client),Custom field (Root cause (text))
Task,POSTRCA-31921,16290440,Spike in cDVR broken streams and buffering in CLT NDC on 3/19,,Closed,"Mar 27, 2026 12:06 PM","Mar 19, 2026 1:12 PM",Major/Medium,Fixed/Completed,INC000036394010 was opened for this and is pending. IPVD commented INC that TTFB and JLB response time latency went back to baseline on Sunday March 22nd around 1AM MT. They are unsure if the network team corrected something during the mentioned time frame but it appears to be holding steady at baseline latency since Sunday morning. ,IP Video,,,,INC000036394010 was opened for this and is pending. IPVD commented INC that TTFB and JLB response time latency went back to baseline on Sunday March 22nd around 1AM MT. They are unsure if the network team corrected something during the mentioned time frame but it appears to be holding steady at baseline latency since Sunday morning. 
Task,POSTRCA-31926,16300724,Higher tune times downshifting lower ABR and higher buffering on cDVR on 3/20,,Closed,"Mar 27, 2026 12:05 PM","Mar 20, 2026 4:11 PM",Major/Medium,Fixed/Completed,INC000036394010 was opened for this and is pending. IPVD commented INC that TTFB and JLB response time latency went back to baseline on Sunday March 22nd around 1AM MT. They are unsure if the network team corrected something during the mentioned time frame but it appears to be holding steady at baseline latency since Sunday morning. ,IP Video,,,,INC000036394010 was opened for this and is pending. IPVD commented INC that TTFB and JLB response time latency went back to baseline on Sunday March 22nd around 1AM MT. They are unsure if the network team corrected something during the mentioned time frame but it appears to be holding steady at baseline latency since Sunday morning. 
Task,POSTRCA-31930,16317822,Spike in stream init failures in TX on 3/23,,Closed,"Mar 24, 2026 2:12 PM","Mar 24, 2026 10:26 AM",Major/Medium,Fixed/Completed,INC000036413219,IP Video,,,,provider issue tracked in INC000036413219
Task,POSTRCA-31756,15850565,Xumo : STVA - Charter not sending the full metadata impacting Xumo search results,,Closed,"Jan 23, 2026 8:16 AM","Jan 21, 2026 7:51 AM",Major/Medium,Fixed/Completed,IPVC fixed the FPS service that was down. ,IP Video,,,,{color:#1d1c1d}FPS (Flex Provisioning Service) that registers entitlements (NCS Service Ids) with Xumo Backoffice (Comcast) was inaccessible to XMA. This resulted in XMA not publishing the updated content catalog with Xumo.{color}
Task,POSTRCA-31806,15978992,cDVR ~6K recording failures from AWS testing on 2/4,,Closed,"Feb 17, 2026 12:41 PM","Feb 6, 2026 9:20 AM",Major/Medium,Fixed/Completed,IPVD was testing moving recordings to AWS cloud and ran into impacts due to a Synamedia bug.  Synamedia bug CS0023191. ,IP Video,,,,IPVD was testing moving recordings to AWS cloud and ran into impacts due to a Synamedia bug.  Synamedia bug CS0023191. 
Task,POSTRCA-31874,16128127,cDVR Scheduler 2026.1 release on 2/12 (defect deletes duplicate repeat episode and reschedules),,Closed,"Mar 11, 2026 7:34 AM","Feb 26, 2026 11:33 AM",Major/Medium,Fixed/Completed,IPVS Deployed Hot Fix under SVMARS-3455 on 3/4.,IP Video,,,,IPVS Deployed Hot Fix under SVMARS-3455 on 3/4.
Task,POSTRCA-31614,15406314,Increase in response time on the lanternSubscriberInfoV1 api starting on 11/09,,Closed,"Feb 13, 2026 9:44 AM","Nov 11, 2025 2:26 PM",Major/Medium,Fixed/Completed,IPVS Dev team has confirmed the fix has been deployed to production. Issue should be resolved now.,IP Video,,,,IPVS Dev team has confirmed the fix has been deployed to production. Issue should be resolved now.
Task,POSTRCA-31906,16245391,Spike in PLTV stream init failures and broken streams on 3/12,,Closed,"Mar 17, 2026 1:53 PM","Mar 13, 2026 11:27 AM",Major/Medium,Won't Fix/Complete,Impact caused by Maintenance work done that necessitated rail swapping on PLTV. ,IP Video,,,,Maintenance work on PLTV
Task,POSTRCA-31927,16306855,Spike in stream init failures in TX on 3/20,,Closed,"Mar 24, 2026 8:42 AM","Mar 23, 2026 10:02 AM",Major/Medium,Fixed/Completed,"Impacts : Linear/PLTV, LTWC, Texas, RTX, AUS, SAX, DAL sites from 15:00 - 19:00  MST, on Channel Telemundo with majority from TMS ID : 35771, 35150 KVDADT/KTLMDT.   Issue is related to INC000036385820  and was provider issue closed as Provider repaired the feed.",IP Video,,,,"Impacts : Linear/PLTV, LTWC, Texas, RTX, AUS, SAX, DAL sites from 15:00 - 19:00  MST, on Channel Telemundo with majority from TMS ID : 35771, 35150 KVDADT/KTLMDT.   Issue is related to INC000036385820  and was provider issue closed as Provider repaired the feed."
Task,POSTRCA-31913,16278546,Spike in Stream init and broken streams on 3/17,,Closed,"Mar 19, 2026 1:44 PM","Mar 18, 2026 11:18 AM",Major/Medium,Fixed/Completed,Impacts to Linear/CDVR/PLTV quick spike with signatures of network issue.  Did find INC000036344606  for the Midwest with loss of capacity on router which was resolved with replacing faulty optic on mcr11blasoh56 Hu0/4/0/34. ,IP Video,,,,Impacts to Linear/CDVR/PLTV quick spike with signatures of network issue.  Did find INC000036344606  for the Midwest with loss of capacity on router which was resolved with replacing faulty optic on mcr11blasoh56 Hu0/4/0/34. 
Task,POSTRCA-31747,15814896,"OCI, SDG site controller MOS below 80% MOS starting on 1/13 ",,Closed,"Feb 2, 2026 7:49 AM","Jan 14, 2026 2:15 PM",Major/Medium,Fixed/Completed,"Impacts were only to CDVR, Linear VOD were good.   This is related to POSTRCA-31753, INC000035732192 and they put in Maintenance Mode on 1/16 when to resolve.  Final fixes were on 1/16 APS fixed Kube-Proxy issues in the CaaS infrastructure.  MOS has been good since and was put back online 1/22. ",IP Video,,,,"Impacts were only to CDVR, Linear VOD were good.   This is related to POSTRCA-31753, INC000035732192 and they put in Maintenance Mode on 1/16 when to resolve.  Final fixes were on 1/16 APS fixed Kube-Proxy issues in the CaaS infrastructure.  MOS has been good since and was put back online 1/22. "
Task,POSTRCA-8336,3980413,Closed captioning in the middle of the screen for few Providers in SpectrumGuide Worldbox Markets,,Closed,"Mar 12, 2026 10:28 AM","Sep 15, 2020 12:40 PM",Critical/High,Fixed/Completed,Instruct customer to enable Transparent mode for closed captioning as a temporary workaround or use the Emulator to make the change: Menu -> Settings & Support -> Accessibility -> Closed Caption Settings -> Window Settings -> Transparency -> Enable Transparent,Traditional Video,,No Client,,Provider issue. No fix possible from Charter.
Task,POSTRCA-30585,12418665,EPG-ERR Self-Healing Investigation,,Closed,"Jan 22, 2026 4:08 PM","Oct 24, 2024 3:51 PM",Trivial,Fixed/Completed,Internal tool. Development is in flight.,Traditional Video,,,,Internal tool. Development is in flight.
Task,POSTRCA-31869,16115887,Front Row : AVP - Investigate the accounts with poor streaming experience on 2/20,,Closed,"Mar 12, 2026 12:00 PM","Feb 25, 2026 10:28 AM",Major/Medium,Won't Fix/Complete,Investigation of high impairment accounts will be done via a new ticket. ,Other,,,,NA
Task,POSTRCA-31406,14774952,STVA - Customer unable to login on Samsung Device,,Closed,"Jan 16, 2026 12:11 PM","Sep 4, 2025 6:18 AM",Major/Medium,Fixed/Completed,Issue has been resolved. Customer is now streaming successfully on Samsung Galaxy Tab (SM-A166U). Ticket closed.,IP Video,,,,Issue has been resolved. Customer is now streaming successfully on Samsung Galaxy Tab (SM-A166U). Ticket closed.
Task,POSTRCA-31881,16171241,cDVR elevated tune time stream init failures and broken streams in midwest on 3/3,,Closed,"Mar 4, 2026 2:56 PM","Mar 4, 2026 10:31 AM",Major/Medium,Fixed/Completed,Issue is being resolved via INC000036169878,IP Video,,,,Issue is being resolved via INC000036169878
Task,POSTRCA-31910,16256906,Spike in stream inits and broken streams on linear and PLTV in MI on 3/15,,Closed,"Mar 16, 2026 11:32 AM","Mar 16, 2026 11:18 AM",Major/Medium,Fixed/Completed,Issue is being resolved via INC000036320936,IP Video,,,,Issue is being resolved via INC000036320936
Task,POSTRCA-31778,15929030,STVA : Search - 'NHL Center Ice' content available in search results for RESI accounts,,Closed,"Feb 6, 2026 9:58 AM","Jan 30, 2026 11:09 AM",Major/Medium,Fixed/Completed,Issue is not reproducible anymore. ,IP Video,,,,Search team updated the search results.
Task,POSTRCA-31720,15720098,[Exec - Matt Wagner] Xumo : 3rd party - EPG crash (Black Screen) while watching Paramount+ App,,Closed,"Mar 25, 2026 3:23 PM","Dec 29, 2025 9:00 AM",Major/Medium,Won't Fix/Complete,Issue resolved as Comcast confirmed very low frequency of this crash marker in prod with R39 build,IP Video,,,,13 crashes for last 7 days with below fingerprint with R39 build. 
Task,POSTRCA-31639,15476604,[MSE] Xumo : 3rd party [Exec - Courtney Campbell] - On Xumo the volume fluctuates significantly,,Closed,"Mar 10, 2026 9:29 AM","Nov 19, 2025 1:22 PM",Major/Medium,Fixed/Completed,Issue resolved with R39 FW build. ,IP Video,,,,Audio issue on paramount+ app issue resolved with FW build R39
Task,POSTRCA-31767,15864479,Xumo : STVA - Frequent PLTV toast prompt on the live channels,,Closed,"Feb 19, 2026 3:01 PM","Jan 22, 2026 10:42 AM",Major/Medium,Fixed/Completed,Issue resolved with STVA app version 32.24.4,IP Video,,,,TVSDK team resolved the issue with app version 32.24.4
Task,POSTRCA-31593,15354189,AMC+ : Missing “Connect with Your Cable Provider” Option on Customer’s App,,Closed,"Jan 16, 2026 12:59 PM","Nov 5, 2025 10:29 AM",Major/Medium,Fixed/Completed,Issue was resolved now for all the impacted customers. Product team following up with AMC for the root cause and fix details.,IP Video,,,,Issue was resolved now for all the impacted customers. Product team following up with AMC for the root cause and fix details.
Task,POSTRCA-31916,16284099,STVA : Info unavailable on more info banner on Samsung Tv,,Closed,"Mar 19, 2026 1:07 PM","Mar 19, 2026 4:20 AM",Major/Medium,Cancelled,Issue will be tracked via existing KI - POSTRCA-31408,IP Video,,,,NA
Task,POSTRCA-31682,15621219,STVA - Roku - Device auto logging in and displays 'Service Unavailable' Error,,Closed,"Jan 14, 2026 4:00 PM","Dec 10, 2025 12:43 AM",Major/Medium,Fixed/Completed,"LRM returned apps (YouTube, Netflix, and VodHunt) to IPVS for non-video accounts, with the VodHunt app having TMSID ""0"". IPVS uses logic that checks if TMSID has online flag ""Y"" and service status ""Launched"" to set the watch live capability to ""True"".

In this case, Netflix and YouTube had online flag ""N"", but TMSID ""0"" was mapped to an old FOX channel with online flag ""Y"" and service status ""Launched"". Hardik consulted with the Product team and updated the old Fox channel service status to ""Deactivated"". Now IPVS doesn't recognize any channels through its logic and sets ""WatchLive"" to ""False"", which resolved the issue.",IP Video,,,,"LRM returned apps (YouTube, Netflix, and VodHunt) to IPVS for non-video accounts, with the VodHunt app having TMSID ""0"". IPVS uses logic that checks if TMSID has online flag ""Y"" and service status ""Launched"" to set the watch live capability to ""True"".

In this case, Netflix and YouTube had online flag ""N"", but TMSID ""0"" was mapped to an old FOX channel with online flag ""Y"" and service status ""Launched"". Hardik consulted with the Product team and updated the old Fox channel service status to ""Deactivated"". Now IPVS doesn't recognize any channels through its logic and sets ""WatchLive"" to ""False"", which resolved the issue."
Task,POSTRCA-31814,15992735,Spike in cDVR stream init failures and broken streams on 2/8,,Closed,"Feb 11, 2026 1:08 PM","Feb 9, 2026 1:27 PM",Major/Medium,Fixed/Completed,"Majority of this is the same  as POSTRCA-31815. Due to source issues with KNBCDT SHID: 5060.  Impacts to NBC : KNBCDT : EP061647790001 : Super Bowl 20:23 - 20:33 MST. Since then, the CDC packager has remained on the backup source.  There is also a smaller spike in Ohio on NBC: WKYCDT : 20:17 - 20:33 MST from plbk-pvdcco-vmr103.cdvr.spectrum.com, novi-pvdcco-vmr103.cdvr.spectrum.com out of Cleveland/Canton along with some smaller others at same time. This is possibly caused when the fail over occurred under 20:23 - 20:33 MST NBC : KNBCDT since times are same and all were on vmr103. Only INC found was INC000035963053 cDVR|Play|Client|Broken Stream Streams which was resolved with self cleared at end of Superbowl.  ",IP Video,,,,"Majority of this is the same  as POSTRCA-31815. Due to source issues with KNBCDT SHID: 5060.  Impacts to NBC : KNBCDT : EP061647790001 : Super Bowl 20:23 - 20:33 MST. Since then, the CDC packager has remained on the backup source.  There is also a smaller spike in Ohio on NBC: WKYCDT : 20:17 - 20:33 MST from plbk-pvdcco-vmr103.cdvr.spectrum.com, novi-pvdcco-vmr103.cdvr.spectrum.com out of Cleveland/Canton along with some smaller others at same time. This is possibly caused when the fail over occurred under 20:23 - 20:33 MST NBC : KNBCDT since times are same and all were on vmr103. Only INC found was INC000035963053 cDVR|Play|Client|Broken Stream Streams which was resolved with self cleared at end of Superbowl.  "
Task,POSTRCA-8264,3917368,Known Issues Parent Ticket SGUIDE-12672: [DVR Series Schedule ID issue]GDVR-1005 when cancelling a series recording with no future episodes,,Closed,"Mar 12, 2026 10:28 AM","Aug 31, 2020 3:13 PM",Major/Medium,Fixed/Completed,"Manual fix by engineers.
Ability to identify issue in SpecNav",Traditional Video,,,,S/W issue
Task,POSTRCA-9226,7128828,Recording missing in SGUI (Group id = null),,Closed,"Mar 12, 2026 1:18 PM","Jul 5, 2022 2:24 AM",Major/Medium,Fixed/Completed,"Manual mitigation for SCIs:
1. (DPS) go to individual box level and identify the missing recordings on SGUI
2. (DPS) provides fields to IPVC - deviceID/STB, Controller, Cassandra DB, recordingID
3. (IPVC) For completed recordings, and rectype 1, if groupID is 'null' in Cassandra then update with available TMSID (i.e., groupID = TMSID)",Traditional Video,,No Client,,software bug
Task,POSTRCA-31838,16061320,Spike in stream init and broken streams in CA on 2/15 ,,Closed,"Feb 18, 2026 10:17 AM","Feb 18, 2026 9:19 AM",Major/Medium,Fixed/Completed,NA,IP Video,,,,NA
Task,POSTRCA-31562,15279304,SCI000012528226 - Missing VOD- 1412 AMC on demand ,,Pending Fix,"Feb 5, 2026 11:38 AM","Oct 28, 2025 8:26 AM",Major/Medium,,NA,Traditional Video,,,,This is a test
Task,POSTRCA-31610,15392487,"Apple TV 4K Video Settings Must Be 4K HDR For Tuning 4K Feeds, and must have Apple TV 4K Gen 2 or later.",,Blocked,"Mar 27, 2026 12:12 PM","Nov 10, 2025 12:03 PM",Major/Medium,,NA,IP Video,,,,
Task,POSTRCA-28100,9423267,MVP Report - DVR Playback and app edge microservices splunk logs missing prod clientIp's,,Blocked,"Feb 3, 2026 3:51 PM","Aug 24, 2023 6:29 AM",Major/Medium,,NA,Traditional Video,,Set Top Box,,Empty
Task,POSTRCA-31723,15741007,Rise in stream init failures and broken streams on 12/25,,Closed,"Jan 5, 2026 2:04 PM","Jan 2, 2026 2:59 PM",Major/Medium,Fixed/Completed,Network / provider fix,IP Video,,,,Network or provider issue
Task,POSTRCA-31824,16010068,"Xumo : EPG - Network logo overlaps the sport's name on the ""2026 Milan Cortina Olympics"" program's product page",,Closed,"Feb 24, 2026 10:51 AM","Feb 11, 2026 10:28 AM",Major/Medium,Fixed/Completed,Network logos temporarily removed from asset tiles. Rails inside of entity pages unaffected,IP Video,,,,Root Cause: Images were set up in a way that allowed for network logos to cover them. This is being brought to the attention of the necessary people to hopefully set up some qc for future instances of this
Task,POSTRCA-31439,14914955,ECAF : 2252640 : WILLIAM CONE : Ongoing CDVR Issues,,Closed,"Jan 8, 2026 11:52 AM","Sep 17, 2025 7:11 AM",Major/Medium,Fixed/Completed,"No further responses since last email requesting further information. Dev test teams have not been able to reproduce, trick play issues under  STVTVSDK-15648.  There was a fix deployed for mapping to thumbnails vs timeline resume that went out ~12/4 under variant ID : 8513bb229305400bafe9c04de112c7ec. ",IP Video,,,,"No further responses since last email requesting further information. Dev test teams have not been able to reproduce, trick play issues under  STVTVSDK-15648.  There was a fix deployed for mapping to thumbnails vs timeline resume that went out ~12/4 under {color:#000000}variant ID : 8513bb229305400bafe9c04de112c7ec{color}. "
Task,POSTRCA-31736,15777102,ESMR DVR site controller MOS below 80% on 1/7,,Closed,"Jan 13, 2026 7:53 AM","Jan 8, 2026 1:22 PM",Major/Medium,Fixed/Completed,"No other INC's besides the two tied to WZMQ found 1/7 : INC000035655107, 1/8 : INC000035651884 which had the highest impacted recordings.  Stats have returned to baseline since closing ticket. ",IP Video,,,,"No other INC's besides the two tied to WZMQ found 1/7 : INC000035655107, 1/8 : INC000035651884 which had the highest impacted recordings.  Stats have returned to baseline since closing ticket. 

 "
Task,POSTRCA-29661,10682024,SCI000012289394 - Video Looping in Samsung,,Closed,"Feb 9, 2026 12:06 PM","Feb 16, 2024 8:30 AM",Major/Medium,Fixed/Completed,"Not able to replicate, had removed DAI temporarily from account via distillery.  Removed that and please have customer report if see again since single occurrence. ",IP Video,,Samsung TV,,Unknown.
Task,POSTRCA-31450,14971906,PLTV 1.0 is being decommissioned today some channels not ready for 2.0,,Closed,"Feb 17, 2026 1:21 PM","Sep 22, 2025 2:02 PM",Major/Medium,Fixed/Completed,"Nothing going to PLTV 1.0 anymore, and machines serving that solution have all been shut down. Closing ticket.",IP Video,,,,"Nothing going to PLTV 1.0 anymore, and machines serving that solution have all been shut down. Closing ticket."
Task,POSTRCA-31643,15497777,Enhancement Request : CDVR to recover missed recordings linking to a de-duped recording,,Closed,"Mar 19, 2026 12:53 PM","Nov 21, 2025 12:32 PM",Major/Medium,Fixed/Completed,"On 2/12 CDVR2026.1 was released with enhancements to re-check for missed recordings.  The logic will only change when an event has a program id change. e.g If Gracenote changes the program id, our system will re-evaluate if we need to update or create recordings associated with the changed program id.",IP Video,,,,"On 2/12 CDVR2026.1 was released with enhancements to re-check for missed recordings.  The logic will only change when an event has a program id change. e.g If Gracenote changes the program id, our system will re-evaluate if we need to update or create recordings associated with the changed program id."
Task,POSTRCA-31770,15890169,Spectrum Guide: VOD sessions timing out after 17-18 secs,,Closed,"Jan 28, 2026 12:22 PM","Jan 27, 2026 1:33 AM",Major/Medium,Fixed/Completed,"One of the Netcrypt is taken offline, this should fix any intermittent VOD playback failures.",Traditional Video,,,,Backend netcrypt service issue in FTWR
Task,POSTRCA-28064,9409390,Drop in App Entry Success Rate Comp on OVP since 8/17,,Closed,"Feb 9, 2026 12:10 PM","Aug 22, 2023 10:43 AM",Major/Medium,Fixed/Completed,"Per Gaurav Kaushik:
Looks like Dev team did not get a chance to look into it. As Tyler recommended in last meeting, shall we close the POSTRCA-28064?",IP Video,,Website,,"Per Gaurav Kaushik:
Looks like Dev team did not get a chance to look into it. As Tyler recommended in last meeting, shall we close the POSTRCA-28064?"
Task,POSTRCA-31815,15992766,SFV cDVR site controller MOS at 79% on 2/8,,Closed,"Feb 10, 2026 8:02 AM","Feb 9, 2026 1:36 PM",Major/Medium,Fixed/Completed,"Per IPVD was source due to source issues with KNBCDT SHID: 5060.  Impacts to NBC : KNBCDT : EP061647790001 : Super Bowl 20:23 - 20:33 MST. Since then, the CDC packager has remained on the backup source.  ",IP Video,,,,"Per IPVD was source due to source issues with KNBCDT SHID: 5060.  Impacts to NBC : KNBCDT : EP061647790001 : Super Bowl 20:23 - 20:33 MST. Since then, the CDC packager has remained on the backup source.  "
Task,POSTRCA-31447,14929868,Apple TV Trick Play Sometimes Starts Stream Back From Beginning,,Closed,"Feb 9, 2026 6:13 AM","Sep 18, 2025 11:45 AM",Major/Medium,Fixed/Completed,Per IPVIDEOENG-4185 this issue has been resolve in JITP release - 02.00.02.501681523 and deployed into production.,IP Video,,,,Per IPVIDEOENG-4185 this issue has been resolve in JITP release - 02.00.02.501681523 and deployed into production.
Task,POSTRCA-31727,15751734,Samsung TV - STVA - Samsung Time and Content Don't Align,,Closed,"Jan 28, 2026 9:21 AM","Jan 6, 2026 6:40 AM",Major/Medium,Fixed/Completed,"Per Samsung devs sent email to user requesting to set Samsung TV settings to manual time.  They advised sometimes the Samsung OS will come up and read the last time it was shut off as the last time it knows.  Menu button > General > System Manager > Time > Clock > Manual > Set the time and ignore the timezone.  Asked user to test this and let us know if you run into the issue again with changing these settings.
No response from user, closing.",IP Video,,,,"Per Samsung devs sent email to user requesting to set Samsung TV settings to manual time.  They advised sometimes the Samsung OS will come up and read the last time it was shut off as the last time it knows.  Menu button > General > System Manager > Time > Clock > Manual > Set the time and ignore the timezone.  Asked user to test this and let us know if you run into the issue again with changing these settings.
No response from user, closing."
Task,POSTRCA-31733,15763711,Executive Escalation : Danny Bowman Apple TV+ Couldn't Sign In,,Closed,"Jan 26, 2026 1:21 PM","Jan 7, 2026 10:19 AM",Major/Medium,Fixed/Completed,Per Shawn hasn't heard anything back on the internal management threads discussing between Apple and upper management and ok to close.,IP Video,,,,Per Shawn hasn't heard anything back on the internal management threads discussing between Apple and upper management and ok to close.
Task,POSTRCA-30954,13366237,SCI000012462834 - TVE - Univision app - Subscription Error,,Closed,"Jan 12, 2026 10:34 AM","Mar 13, 2025 7:45 PM",Major/Medium,Fixed/Completed,Product confirmed that updates have been deployed to prod. Issue should be resolved now.,IP Video,,,,Product confirmed that updates have been deployed to prod. Issue should be resolved now.
Task,POSTRCA-31244,14208311,Xumo ES1's Audio with CDVR/PLTV louder on linear vs playback doesn't matter channel ,,Closed,"Mar 10, 2026 11:09 AM","Jul 1, 2025 9:34 AM",Major/Medium,Fixed/Completed,"R39 with fixes deployed to production 100% last night, confirmed can not replicate any longer on my devices. Closing ticket.",IP Video,,,,"R39 with fixes deployed to production 100% last night, confirmed can not replicate any longer on my devices. Closing ticket."
Task,POSTRCA-31912,16278504,Spike in stream init failures and broken streams in West region starting on 3/17,,Closed,"Mar 19, 2026 2:13 PM","Mar 18, 2026 11:01 AM",Major/Medium,Won't Fix/Complete,RCA: Did not find any INC or CRQ correlating to the failure spike in California during the MW. As all the channels were impacted most likely it was also attributed to some network work being done in California similar to the brief impact on 3/17,IP Video,,,,Likely network maintenance/event during the MW caused the playback failures in California on 3/17 and 3/18
Task,POSTRCA-8769,5598369,DVR functionality errors spiked after R5 deployments due to storage space not detected by firmware,,Closed,"Mar 12, 2026 1:17 PM","Aug 27, 2021 9:54 AM",Major/Medium,Fixed/Completed,Reboot the boxes,Traditional Video,,,,S/W bug
Task,POSTRCA-29584,10509269,Rise in Stream Init failures on OVP starting on 1/24,,Closed,"Feb 9, 2026 12:10 PM","Jan 26, 2024 3:00 PM",Major/Medium,Fixed/Completed,Related to the Widevine CDM being revoked by Google on 01/25 as an anti-piracy measure.,IP Video,,Website,,Related to the Widevine CDM being revoked by Google on 01/25 as an anti-piracy measure.
Task,POSTRCA-8492,4246921,310X Error Spikes due to AV Stitcher Performance issues,,Deployment In Progress,"Mar 23, 2026 11:17 AM","Nov 12, 2020 5:38 PM",Major/Medium,,Relaunch Spectrum Guide would resolve issue ,Traditional Video,,Set Top Box,,
Task,POSTRCA-8609,4677430,Guide Launch Latency increase on CHTR QAM CCAP Markets,,Blocked,"Mar 30, 2026 9:47 AM","Feb 11, 2021 1:09 PM",Minor/Low,,Relaunch guide ,Traditional Video,,Set Top Box,,
Task,POSTRCA-31885,16180181,IP Channel Insertion via STVA Issue - King Thiel II,,Closed,"Mar 5, 2026 8:27 AM","Mar 5, 2026 8:20 AM",Major/Medium,Fixed/Completed,"Reviewed the stream URLs served by MDS (Media Delivery Service) to IPVS for this property account (8358211700508801). Testing the manifest downloads for the three channel stream URLs showed that ""Live Front Vestibule Camera"" and ""Live community announcements/info"" were returning 404 errors. ""Spectrum Educational"" on-demand content manifest downloaded successfully. Restarting the channels in the AWS console resolved the issue, and the customers are now able to play back all three community channels.",IP Video,,,,"Reviewed the stream URLs served by MDS (Media Delivery Service) to IPVS for this property account (8358211700508801). Testing the manifest downloads for the three channel stream URLs showed that ""Live Front Vestibule Camera"" and ""Live community announcements/info"" were returning 404 errors. ""Spectrum Educational"" on-demand content manifest downloaded successfully. Restarting the channels in the AWS console resolved the issue, and the customers are now able to play back all three community channels."
Task,POSTRCA-31198,14072597,STVA(SamsungTV) : STLP-4005 Error triggered upon launch,,Closed,"Feb 9, 2026 12:06 PM","Jun 13, 2025 11:51 AM",Major/Medium,Fixed/Completed,Rolling over playready to widewine across Samsung client migration was completed.,IP Video,,,,Rolling over playready to widewine across Samsung client migration was completed.
Task,POSTRCA-9000,6339223,SpecGuide - 3802 Error after few min of pausing a live channel from DVR box,,Closed,"Mar 12, 2026 10:28 AM","Jan 31, 2022 11:45 PM",Major/Medium,Fixed/Completed,SGC7.1.2,Traditional Video,,No Client,,Code fix in SGC 7.1.2
Task,POSTRCA-31840,16062104,Xumo : EPG - Home (Milan Cortina 2026 Olympics)_'Popular Podcasts' swimlane programs appear with incorrect image arts,,Closed,"Feb 23, 2026 11:52 AM","Feb 18, 2026 10:09 AM",Major/Medium,Fixed/Completed,SKY team removed the podcast row from the Olympics categories,IP Video,,,,Known limitation with IUI that it retains the image from previous content if the image for current content is not available
Task,POSTRCA-31735,15767508,"Apple TV Guide Sorts A-Z, Channel, Favorites Getting Reset On Launches, and Startup Channel ",,Closed,"Feb 16, 2026 6:36 AM","Jan 7, 2026 1:46 PM",Major/Medium,Fixed/Completed,"STVFUJI-11514, STVFUJI-11516 fixed in 3.40 Release on 1/26. Monitoring have no longer seen the issue with fix. ",IP Video,,,,"STVFUJI-11514, STVFUJI-11516 fixed in 3.40 Release on 1/26."
Task,POSTRCA-31472,15013640,STVA: Unable to delete recently watched on Roku Devices,,Blocked,"Mar 19, 2026 11:11 AM","Sep 26, 2025 9:10 AM",Major/Medium,,STVROKURSG-9563,IP Video,,,,Empty
Task,POSTRCA-31534,15178266,Roku : Channels in lineup by Spectrum showing OTA in Guide,,Blocked,"Mar 22, 2026 10:29 PM","Oct 15, 2025 9:28 PM",Major/Medium,,STVROKURSG-9629 ,IP Video,,,,Empty
Task,POSTRCA-31402,14765535,Samsung TV - STVA: Prompted to login each time upon turning the TV ON,,Closed,"Feb 25, 2026 4:42 AM","Sep 3, 2025 8:17 AM",Major/Medium,Fixed/Completed,STVTVSDK-15311 - disabling backgrounding on Samsung TVs for impacted devices,IP Video,,,,STVTVSDK-15311
Task,POSTRCA-31603,15386866,SCI000012537179 - customer unable to access content in cbs app,,Closed,"Jan 9, 2026 12:01 PM","Nov 9, 2025 11:55 PM",Major/Medium,Fixed/Completed,SVINT-15910,Seamless Ent,,,,TVE DB not aligned with current ESC due to manual update process. 
Task,POSTRCA-31779,15929189,Spike in broken streams in midwest on 1/29,,Closed,"Feb 3, 2026 10:44 AM","Jan 30, 2026 11:27 AM",Major/Medium,Won't Fix/Complete,Seems to be a networking event that impacted linear streaming in Ohio during the maintenance window with short lived spikes of broken streams on 1/29,IP Video,,,,Possible network event impacting linear streaming in OH
Task,POSTRCA-31864,16108114,Spike in stream init failures and broken streams on cDVR and PLTV on 2/23,,Closed,"Feb 26, 2026 2:48 PM","Feb 24, 2026 1:06 PM",Major/Medium,Fixed/Completed,Self healed,IP Video,,,,Network  issue
Task,POSTRCA-31739,15801873,Spike in broken streams on 1/12,,Closed,"Jan 14, 2026 2:54 PM","Jan 13, 2026 10:45 AM",Major/Medium,Won't Fix/Complete,Self-cleared,IP Video,,,,Seems to be some network event in Ohio that caused broken streams for ~3 min impacting multiple channels
Task,POSTRCA-31819,15999920,Spike in broken streams in midwest on 2/9,,Closed,"Feb 11, 2026 2:54 PM","Feb 10, 2026 10:47 AM",Major/Medium,Fixed/Completed,Self-healed,IP Video,,,,Unknown
Task,POSTRCA-31845,16066113,Spike in stream init failures and broken streams on PLTV on 2/17,,Closed,"Feb 23, 2026 2:39 PM","Feb 18, 2026 2:12 PM",Major/Medium,Fixed/Completed,Self-healed,IP Video,,,,Packager maintenance
Task,POSTRCA-31780,15930886,CDVR Enhancement Request : Pop A Modal Or Something More Alerting To Customer If Setting Recording For Episode Already Recorded,,Closed,"Mar 17, 2026 11:20 AM","Jan 30, 2026 1:36 PM",Major/Medium,Fixed/Completed,Sent request for enhancement for a more prominent alert (such as a modal) when a customer attempts to manually schedule a recording for an episode that has already been recorded. ,IP Video,,,,Sent request for enhancement for a more prominent alert (such as a modal) when a customer attempts to manually schedule a recording for an episode that has already been recorded. 
